resource_id,title,description,topics,difficulty,format,duration_minutes,cost_type,price_usd,provider,quality_score,accessibility_score,has_captions,has_transcript,prerequisites,language,resource_url,popularity_score
R0105,Responsible AI Foundations 105,An original advanced learning resource that develops responsible ai concepts through course activities and connects them with deep learning practice.,Responsible AI|Deep learning,Advanced,Course,45,Free,0.0,Harbor Learning,0.559,0.813,True,True,Statistics,English,https://example.org/learnbridge/resources/R0105,0.681
R0106,Computer vision Concept Clinic 106,An original intermediate learning resource that develops computer vision concepts through video activities and connects them with software engineering practice.,Computer vision|Software engineering,Intermediate,Video,60,Paid,25.0,Summit Learning,0.517,0.972,True,True,Computer vision,English,https://example.org/learnbridge/resources/R0106,0.254
R0107,Computer vision Concept Clinic 107,An original advanced learning resource that develops computer vision concepts through course activities and connects them with nlp practice.,Computer vision|NLP,Advanced,Course,120,Paid,9.0,Willow Learning,0.493,0.985,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0107,0.459
R0108,Data science Field Guide 108,An original intermediate learning resource that develops data science concepts through interactive exercise activities and connects them with computer vision practice.,Data science|Computer vision,Intermediate,Interactive exercise,180,Free,0.0,Beacon Learning,0.473,0.833,True,True,Statistics,English,https://example.org/learnbridge/resources/R0108,0.194
R0109,Responsible AI Workshop 109,An original advanced learning resource that develops responsible ai concepts through article activities and connects them with machine learning practice.,Responsible AI|Machine learning,Advanced,Article,240,Paid,25.0,Mosaic Learning,0.657,0.807,True,True,Responsible AI,English,https://example.org/learnbridge/resources/R0109,0.378
R0110,NLP Workshop 110,An original intermediate learning resource that develops nlp concepts through tutorial activities and connects them with cloud computing practice.,NLP|Cloud computing,Intermediate,Tutorial,120,Free,0.0,Nova Learning,0.464,0.88,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0110,0.159
R0111,Statistics Practice Lab 111,An original beginner learning resource that develops statistics concepts through course activities and connects them with responsible ai practice.,Statistics|Responsible AI,Beginner,Course,45,Free,0.0,Lumen Learning,0.935,0.971,True,True,None,English,https://example.org/learnbridge/resources/R0111,0.316
R0112,NLP Applied Path 112,An original beginner learning resource that develops nlp concepts through video activities and connects them with mathematics practice.,NLP|Mathematics,Beginner,Video,90,Free,0.0,Lumen Learning,0.879,0.492,False,False,None,English,https://example.org/learnbridge/resources/R0112,0.581
R0113,Deep learning Foundations 113,An original beginner learning resource that develops deep learning concepts through tutorial activities and connects them with python practice.,Deep learning|Python,Beginner,Tutorial,360,Free,0.0,Cedar Learning,0.617,0.826,True,True,None,English,https://example.org/learnbridge/resources/R0113,0.459
R0114,NLP Practice Lab 114,An original advanced learning resource that develops nlp concepts through project activities and connects them with machine learning practice.,NLP|Machine learning,Advanced,Project,480,Free,0.0,Compass Learning,0.942,0.836,True,True,Python,English,https://example.org/learnbridge/resources/R0114,0.253
R0115,NLP Applied Path 115,An original beginner learning resource that develops nlp concepts through tutorial activities and connects them with statistics practice.,NLP|Statistics,Beginner,Tutorial,30,Paid,59.0,Summit Learning,0.518,0.85,True,True,None,English,https://example.org/learnbridge/resources/R0115,0.317
R0116,Software engineering Essentials 116,An original beginner learning resource that develops software engineering concepts through tutorial activities and connects them with machine learning practice.,Software engineering|Machine learning,Beginner,Tutorial,480,Paid,9.0,Bridge Learning,0.494,0.868,True,True,None,English,https://example.org/learnbridge/resources/R0116,0.27
R0117,Python Field Guide 117,An original advanced learning resource that develops python concepts through tutorial activities and connects them with cloud computing practice.,Python|Cloud computing,Advanced,Tutorial,90,Free,0.0,Beacon Learning,0.489,0.897,True,True,Statistics,English,https://example.org/learnbridge/resources/R0117,0.145
R0118,Software engineering Workshop 118,An original beginner learning resource that develops software engineering concepts through practice quiz activities and connects them with machine learning practice.,Software engineering|Machine learning,Beginner,Practice quiz,120,Free,0.0,Mosaic Learning,0.728,0.995,True,True,None,English,https://example.org/learnbridge/resources/R0118,0.358
R0119,Machine learning Concept Clinic 119,An original beginner learning resource that develops machine learning concepts through course activities and connects them with data science practice.,Machine learning|Data science,Beginner,Course,180,Paid,15.0,Quill Learning,0.954,0.85,True,True,None,English,https://example.org/learnbridge/resources/R0119,0.721
R0120,Deep learning Workshop 120,An original advanced learning resource that develops deep learning concepts through course activities and connects them with cloud computing practice.,Deep learning|Cloud computing,Advanced,Course,180,Free,0.0,Mosaic Learning,0.476,0.901,True,True,Python,English,https://example.org/learnbridge/resources/R0120,0.172
R0121,SQL Field Guide 121,An original beginner learning resource that develops sql concepts through video activities and connects them with software engineering practice.,SQL|Software engineering,Beginner,Video,90,Free,0.0,Orbit Learning,0.666,0.953,True,True,None,English,https://example.org/learnbridge/resources/R0121,0.437
R0122,Cloud computing Workshop 122,An original intermediate learning resource that develops cloud computing concepts through interactive exercise activities and connects them with deep learning practice.,Cloud computing|Deep learning,Intermediate,Interactive exercise,480,Paid,9.0,Circuit Learning,0.652,0.936,True,True,Cloud computing,English,https://example.org/learnbridge/resources/R0122,0.311
R0123,Python Workshop 123,An original beginner learning resource that develops python concepts through practice quiz activities and connects them with data science practice.,Python|Data science,Beginner,Practice quiz,240,Free,0.0,Compass Learning,0.525,0.904,True,True,None,English,https://example.org/learnbridge/resources/R0123,0.215
R0124,Cloud computing Field Guide 124,An original intermediate learning resource that develops cloud computing concepts through practice quiz activities and connects them with software engineering practice.,Cloud computing|Software engineering,Intermediate,Practice quiz,240,Free,0.0,Nova Learning,0.979,0.963,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0124,0.363
R0125,Python Essentials 125,An original intermediate learning resource that develops python concepts through practice quiz activities and connects them with responsible ai practice.,Python|Responsible AI,Intermediate,Practice quiz,480,Paid,39.0,Lumen Learning,0.733,0.916,True,True,Python,English,https://example.org/learnbridge/resources/R0125,0.604
R0126,Statistics Workshop 126,An original intermediate learning resource that develops statistics concepts through practice quiz activities and connects them with python practice.,Statistics|Python,Intermediate,Practice quiz,20,Free,0.0,Willow Learning,0.823,0.888,True,True,Statistics,English,https://example.org/learnbridge/resources/R0126,0.168
R0127,Mathematics Essentials 127,An original intermediate learning resource that develops mathematics concepts through tutorial activities and connects them with python practice.,Mathematics|Python,Intermediate,Tutorial,120,Free,0.0,Circuit Learning,0.619,1.0,True,True,Statistics,English,https://example.org/learnbridge/resources/R0127,0.296
R0128,Mathematics Field Guide 128,An original intermediate learning resource that develops mathematics concepts through practice quiz activities and connects them with responsible ai practice.,Mathematics|Responsible AI,Intermediate,Practice quiz,240,Free,0.0,Nexus Learning,0.611,0.838,True,True,Python,English,https://example.org/learnbridge/resources/R0128,0.658
